Gene_Symbol,20_control,120_control,294_UC,301_UC,316_UC,92_UC,119_UC,122_UC,123_UC,124_UC,125_UC,126_UC,127_UC,128_UC,129_UC,130_UC,131_UC,144_UC,151_UC,152_UC,153_UC,154_UC,155_UC,226_UC,232_UC,233_UC,234_UC,235_UC,238_UC,239_UC,240_UC,241_UC,242_UC,243_UC,244_UC,245_UC,246_UC,247_UC,248_UC,249_UC,250_UC,251_UC,272_UC,277_UC,280_UC,282_UC,283_UC,284_UC,288_UC,290_UC,291_UC,292_UC,295_UC,297_UC,298_UC,302_UC,305_UC,306_UC,308_UC,315_UC,318_UC,319_UC,322_UC,10_control,11_control,14_control,19_control,28_control,31_control,33_control,34_control,35_control,36_control,38_control,39_control,41_control,42_control,44_control,54_control,55_control,64_control,65_control,67_control,72_control,76_control,77_control,78_control,79_control,80_control,81_control,82_control,83_control,84_control,85_control,86_control,87_control,88_control,89_control,90_control,117_control,118_control,121_control,180_control,114_UC
OSM,2.2861,5.4513,4.2607,-1.5089,8.1855,3.5047,0.32048,2.0968,4.4842,1.9623,2.4068,3.5134,1.7742,1.9868,-0.94935,1.6289,-1.6211,3.7726,2.5005,3.6052,3.36,1.0499,1.0108,0.82376,5.0794,1.6817,2.5834,-0.084479,-1.6211,2.5391,0.70148,-0.34559,5.4062,1.1565,-1.6211,-1.6211,1.3821,0.4813,1.2399,4.1384,-0.1684,-1.6211,0.50217,2.8824,2.5032,-0.24527,2.076,0.87588,0.33033,3.0587,6.3954,3.3229,3.7301,-1.6211,1.0441,-0.17563,3.0037,1.1624,3.4633,3.147,2.279,0.9311,-1.6211,-1.6211,-0.55395,0.72022,0.042032,-0.042033,1.4383,0.94852,-1.6211,-0.089995,-0.39587,0.76928,1.1413,2.0548,1.4529,-1.1497,1.2167,1.1391,1.6726,0.90482,2.5132,-0.51909,1.4518,2.3474,0.48593,-0.17542,1.033,-0.14748,-1.6211,-0.54138,0.39496,-1.6211,-0.6596,-0.57235,1.2045,-0.9835,1.7366,0.7128,-1.6211,3.0451,2.0189,4.5796
PGC,7.3019,5.1525,4.0385,1.1122,2.2563,2.6334,0.0,0.0,0.5508,0.0,0.0,2.1803,1.6949,0.0,0.67179,3.9021,2.003,0.0,4.1217,1.7527,9.3133,0.3491,1.31,1.7668,7.5936,2.3215,0.0,2.1216,0.0,0.0,0.0,0.0,0.96427,0.0,0.011751,0.0,0.0,0.0,0.0,1.1745,1.8678,0.0,1.5383,0.0,0.0,0.0,1.4321,0.0,0.0,0.0,4.8887,1.0821,0.925,0.0,0.0,0.0,2.4024,1.2375,0.0,0.43614,1.6006,2.1372,0.0,1.5603,0.0,0.0,0.0,2.3161,0.0,2.0672,1.1224,0.0,0.22526,0.0,0.0,1.354,1.074,9.5162,0.93095,3.8375,1.2937,0.0,1.8124,1.102,1.6579,3.7417,0.0,0.0,0.0,1.3217,0.0,2.0798,0.016097,0.0059611,0.0,0.0,0.0,0.0,1.8723,0.0,0.0,0.0,1.3181,0.17836
PNLIPRP2,-4.0484,0.046502,-5.9969,0.87249,-6.3291,-2.7658,0.12163,-1.0507,-4.7451,0.93027,-0.38842,0.6893,-2.3735,-1.7234,0.55057,0.54959,-4.4189,0.60977,2.068,-0.81299,1.6965,-3.5647,-3.3606,-3.0891,-3.0535,0.21301,-0.74731,-3.5889,-2.2395,1.0669,-0.15752,0.65765,-1.6441,0.10894,0.81254,0.48023,-0.87188,0.25226,0.25431,1.4828,0.067918,0.67738,1.0355,0.18234,-0.75033,1.0701,-0.18728,0.50957,-0.96272,-3.2671,-3.0321,0.21749,-2.9856,0.54629,-3.0047,-0.55385,1.2992,-2.2595,-7.6095,-1.8272,1.6588,0.74216,-2.0165,1.0509,0.10091,0.19247,0.12221,-2.1942,-0.64387,-0.21606,1.5602,1.0237,1.4328,-0.066613,-0.49614,0.76676,-0.30907,1.5021,1.0117,-0.31577,-2.7264,0.86521,0.67504,-2.2301,0.3942,1.5625,1.2409,-1.5772,-1.2041,-0.66027,0.9352,1.055,0.54655,0.8111,0.6805,-1.1314,-0.11059,0.93007,-2.389,-2.7826,0.60602,-2.8877,-2.8511,0.90228
S100A8,3.5339,4.9505,3.8979,2.4261,6.4895,3.5874,-0.085258,0.63952,6.442,1.4606,5.5781,4.6197,2.1171,1.6826,2.3173,2.3967,4.1691,2.716,4.469,2.0613,3.861,-0.28184,2.3795,1.7848,3.7798,1.0849,0.14638,1.1681,2.6827,3.26,2.1591,-0.94036,1.4336,-0.35149,-0.35616,-0.67253,0.85598,0.70869,0.26176,4.7594,1.5585,0.0655,0.22702,3.1654,1.5638,-0.92318,3.1889,0.97041,-0.0014007,4.1351,7.699,3.7365,5.6216,-0.13885,0.98435,-0.51558,3.9059,1.3194,4.9615,4.8296,4.4819,-0.81568,0.7425,0.022496,-0.56376,-0.41887,-0.38281,0.21119,-1.019,-0.88572,-0.12999,-0.0066926,2.8723,-0.56245,-0.44197,0.98613,0.12115,2.5185,1.2069,2.3309,1.8638,2.0325,3.5909,3.6883,1.2494,2.5175,2.5465,-0.92219,0.45617,0.10575,0.25754,0.033776,-0.61773,-0.13956,-1.9913,-0.096734,2.4635,0.0066924,0.99873,-0.61893,-1.6019,3.1208,0.53513,7.0548
S100A9,2.7493,4.2422,3.1083,1.9806,5.4565,3.2837,0.061028,0.42928,6.0572,0.68208,4.417,3.7179,1.5443,0.54169,1.1941,1.272,3.4039,2.1,2.6906,1.0328,3.2591,0.1913,1.6061,0.48328,3.0246,1.5119,0.58449,-0.17844,1.8542,2.2291,2.2206,-0.95702,1.0698,-0.51742,-0.5696,-1.0736,0.84191,0.26032,-0.099308,3.9905,0.42072,-0.55375,-0.64567,1.8866,0.93012,-1.3666,2.1609,0.6614,0.056962,3.4487,6.8293,2.662,5.3163,-1.1249,0.72629,-1.139,3.4051,1.3099,3.9376,4.0796,3.7385,0.42668,0.38652,-0.96354,-0.61571,0.30934,0.33485,0.22516,-1.2165,0.26794,-0.089629,-0.46916,1.4224,-0.1603,1.1334,0.41514,0.15748,1.907,1.776,1.7755,0.42088,1.098,2.2193,2.4374,0.86197,1.2758,0.81491,-0.79645,-0.33382,0.0011659,-0.65487,-0.0011659,0.048967,-0.26335,-0.27693,-0.45649,2.1803,-0.94372,0.7814,-0.66637,-1.4725,2.5934,0.76805,5.9765
S100A12,3.0493,4.364,3.6515,2.9196,7.0986,4.4407,0.0,0.548,7.4994,1.4135,6.6269,5.5379,2.0169,0.80055,2.8417,2.0277,4.6968,2.5111,4.7066,2.3807,4.3952,0.3491,3.4799,0.0,3.9863,2.0992,0.0,1.1216,4.5201,4.2273,2.3226,0.69058,1.9643,0.0,0.011751,0.0,0.0,2.5147,0.69107,4.875,2.1897,0.0,0.0,4.7515,0.53937,0.0,4.927,0.49701,0.0,4.2935,8.6468,4.404,6.5789,0.0,0.0,0.0,4.269,0.0,5.8254,5.3421,3.7664,0.0,0.30305,0.0,0.0,0.0,0.0,0.0,0.0,1.8041,0.0,0.0,1.8102,0.0,0.0,1.354,0.074017,2.7933,1.2529,0.0,1.8787,1.789,3.0348,3.2131,0.0,0.0,2.692,0.0,0.0,0.0,0.12295,0.0,0.0,0.0,0.0,0.0,2.9303,0.0,2.1353,0.0,0.0,2.4292,0.31808,7.9263
SAA1,4.5296,2.9878,3.4166,1.447,2.4349,5.2669,-0.0069525,0.092091,4.0315,1.8713,3.4554,4.5701,4.3045,-1.8189,1.4071,1.5878,-1.6164,2.2653,0.8242,0.97493,6.2777,-0.23468,4.0478,2.2267,3.6541,3.0195,1.9966,-2.6194,1.9007,-0.85151,1.9481,-2.6194,-2.0702,-0.67185,0.088337,-2.6194,0.99904,-1.376,-2.3434,6.4603,-0.75163,1.1474,-2.6194,-1.7939,-0.923,-1.0212,1.609,0.73559,-1.6679,3.5119,9.1565,2.3618,3.5478,-2.6194,1.2061,-1.004,2.048,2.5375,5.8866,2.0616,4.2845,0.6582,-2.3164,-2.6194,-0.56187,-0.62598,-0.39064,1.9244,-1.8699,0.50202,0.48854,0.77567,0.40494,-0.23622,0.87615,2.3505,1.5673,1.5983,2.9797,3.3526,1.1827,1.7073,1.599,-0.19543,2.7855,-0.82266,1.4804,-1.7587,-0.17448,1.4725,2.2073,-0.7323,-0.81254,0.18564,-2.6194,-1.9857,2.5126,-2.6194,0.0047932,0.028743,-2.6194,-0.0047929,0.59009,4.1309
SAA2,5.2914,2.9499,3.9281,0.87747,3.8197,4.1865,0.50546,-1.4941,3.7566,1.7864,1.9203,3.6388,3.2748,0.34343,1.3287,-0.014423,0.37594,2.5065,0.81656,0.39886,5.8317,-2.3519,2.9492,2.1827,3.6428,2.9368,2.1308,-1.5054,2.63,-1.2742,2.6905,-2.627,-1.3408,-1.642,0.085144,-2.627,0.38533,-2.3347,-1.1286,5.0461,-1.1743,0.88652,-0.50374,-1.3951,-0.27184,-0.16052,1.864,1.0737,0.49435,2.9242,8.816,1.818,4.2414,-2.4439,0.6636,-0.18976,1.9453,2.7687,6.1593,3.131,3.484,-0.99034,-0.73903,-1.6517,-0.82289,-0.18616,0.036123,1.4115,-1.3452,-0.057393,-0.5046,0.64106,-1.4018,-0.42927,1.236,0.53435,0.16506,0.75125,2.4332,3.653,-0.16343,2.0032,1.5073,-0.20307,2.4683,0.82724,1.2874,-2.627,0.19703,1.7798,1.8535,-0.37736,-1.289,-0.036123,-2.627,-0.77091,2.4326,-1.7899,0.64564,-0.22735,-2.627,0.80215,0.47552,2.8117
CXCL11,5.7835,4.019,5.5286,0.77702,1.1841,1.3913,1.0781,2.0064,4.32,2.1714,-0.033565,0.58211,-0.087699,-1.6342,0.49236,-0.33994,-0.91715,-1.2507,-4.2421,0.47744,0.87033,-0.19253,3.1658,0.060813,2.084,1.1301,2.0369,0.15257,-1.3069,0.77375,2.906,-0.30356,-1.1079,-1.2945,0.09161,-1.6987,0.98182,-0.44724,0.80655,3.4243,-1.5669,1.083,0.94013,-1.4166,1.0522,0.22634,0.6495,1.6503,1.3241,4.6536,4.1632,-0.16001,0.0048566,-1.3349,1.9309,-0.87661,2.3303,0.69591,2.1261,3.507,0.80446,2.7025,-2.939,0.12562,0.91258,-0.70807,1.5708,-0.078002,-1.1826,3.0766,0.78726,2.1267,-1.4318,1.1025,1.0509,0.11197,3.4169,-0.1857,2.0552,0.51816,0.44394,-0.13115,-0.55521,-2.14,6.0167,0.047407,-1.135,-1.3813,0.45648,0.89456,-1.1191,0.64504,-1.4186,0.74117,-0.47318,-1.0234,4.827,-0.86675,1.3744,-1.1712,-2.1541,1.9797,3.3612,3.1842
CXCL5,6.3877,5.6914,6.7842,2.867,3.6009,2.9375,0.25675,0.0041556,4.7381,1.8257,3.5333,1.9699,3.3315,-0.48026,2.0615,0.5404,-0.72528,3.22,0.1039,-0.023847,4.5047,-0.19474,2.4798,0.5426,3.5366,3.347,2.8749,-0.15919,2.3913,-1.2308,4.2557,-1.1048,-0.63846,0.58993,-1.4755,-1.0594,0.82468,0.51425,0.11808,2.8695,-0.034523,0.31066,-0.94891,0.31586,1.3175,-0.3524,4.331,1.9933,-0.066304,5.014,6.4089,2.813,5.9122,-1.1106,1.1779,-0.80288,0.58394,1.9202,6.2531,5.0828,3.239,0.40893,0.36328,-0.68877,-0.75128,-0.60931,1.4714,-0.73413,-1.0694,-1.2461,-1.3648,-0.78209,-0.64051,1.1452,3.5301,-0.37423,0.056242,1.261,1.4914,1.4305,1.1504,0.89897,2.4488,0.66923,1.0947,0.86521,-0.9107,-0.42005,-0.58121,-0.25461,0.14471,-1.1079,-0.84967,-0.27485,-0.056242,0.69397,3.8976,-1.3021,1.6465,1.492,-0.56372,2.1957,2.4065,2.4905
SELE,2.1883,5.3655,2.7275,-0.50371,1.9623,1.3394,0.0037854,-0.48294,4.3392,-2.2024,2.6344,1.2649,1.937,-2.6159,-0.13676,-2.6159,-1.6129,0.48015,-2.6159,0.99927,1.4324,1.6401,1.942,1.1509,3.7797,0.068219,3.8664,0.090681,-2.6159,-0.84801,3.7942,-0.4399,-2.6159,-0.25331,-1.6042,-2.6159,0.14855,0.091468,-0.92483,3.2025,0.059229,-1.8455,-2.0776,-0.11235,1.8523,0.69856,0.6907,1.7391,2.2425,3.7474,3.5623,2.0511,2.0095,-0.38684,-2.6159,0.52752,0.20154,-0.7934,3.2947,3.9508,-1.6568,0.52129,-1.3128,-2.6159,0.45129,0.068657,0.85462,-2.6159,0.18051,0.45125,0.58036,0.91524,-1.092,1.1668,0.14654,-1.2619,1.4581,-0.55953,2.2219,1.1443,0.67779,-1.4119,0.41888,-2.6159,-0.95799,1.8401,-0.50883,-0.75514,1.4306,1.1797,-0.90799,0.27121,-0.27788,-1.025,0.51556,-0.31011,2.6364,-2.6159,0.39391,-0.059572,-2.6159,1.8123,1.2871,2.3698
SFRP5,-3.9847,-0.93336,-6.4614,-0.021491,-5.8932,-0.47338,0.013367,-1.2335,-4.8617,0.37031,-1.0909,-0.19839,-0.13753,1.2661,0.30732,0.69577,1.01,-0.57522,1.0239,-1.0548,0.095165,-0.67647,-0.57109,-0.4114,-1.0276,-0.95879,-1.1549,-0.21625,-1.9919,1.0333,-0.97318,0.3805,0.92129,-0.1555,0.57792,0.89265,-0.75574,-0.091058,0.92425,0.089912,0.82283,0.51496,1.4545,0.039293,-0.46455,0.16767,-0.53825,-0.38503,-0.67966,-5.721,-4.0156,0.24385,-7.8094,1.2052,0.84025,-0.45271,-0.081301,0.71204,-4.7141,-1.6689,0.067751,-0.06959,1.1786,-0.00096035,-0.86005,-1.0525,-1.2751,1.1535,0.074432,-1.1541,0.021022,0.55974,0.62425,-0.23971,-0.71287,0.045888,-0.82979,0.48034,-0.49445,-0.38922,0.4321,0.97681,1.1108,0.88915,-1.2521,-1.8726,0.97954,0.72874,-0.59677,-1.0065,0.19079,0.1924,0.61098,0.51733,-0.034792,-0.20013,-1.7262,0.64778,0.082656,0.47612,1.0569,-0.92374,-0.33621,0.9091
SHBG,-5.5457,-1.3685,-5.6439,0.0096931,-3.7538,0.24785,0.29671,-3.047,-4.0442,0.085266,-0.41261,1.1706,-0.49713,1.7795,0.42888,0.71954,1.3685,-1.8186,2.9986,-1.7895,0.061055,-1.924,-2.1975,-1.3021,-2.2164,-0.60507,-3.2981,-0.36876,-1.0749,0.052602,-0.75595,-0.11495,1.1518,-0.32551,0.11913,1.207,-1.9726,0.31087,-0.17546,1.3786,1.2886,0.16889,1.7119,-0.095731,-1.544,-0.46567,-0.55012,-0.61031,-1.5003,-5.0385,-1.8762,-1.3035,-6.595,0.92508,0.16296,-0.98824,0.89798,0.77532,-6.595,-3.8369,0.42282,-0.30905,1.1296,1.0816,-1.1586,-0.41945,-1.5743,1.3537,-0.44328,-1.454,0.93446,-0.50763,1.6697,-1.2342,-2.8198,0.84651,-1.0113,2.4985,0.97475,0.20876,0.3298,0.1326,1.1272,0.81083,-0.036943,2.4514,2.8809,0.59452,-1.9426,-1.4531,0.74829,0.9282,0.1104,0.94562,-0.99423,-1.1993,-0.31135,-0.11087,0.53914,0.72687,1.1026,-2.0663,-1.0675,1.8084
SLC6A4,-2.2597,-0.75869,-5.428,0.56422,-6.3292,-0.83113,0.44917,-0.99695,-6.0347,0.0077562,-2.6892,-1.5647,-1.1754,0.043079,0.15318,-0.95463,0.16854,-0.2153,-0.51942,-1.0365,-0.89977,-0.91323,-0.52714,-0.10036,-1.8429,-0.39474,-1.6758,-0.3615,-1.6504,1.0848,-0.74197,-0.54055,0.94232,-0.0042114,0.52898,1.1396,-0.89841,0.01272,0.26399,-1.4053,0.37115,0.43178,1.5164,0.11158,-0.77581,0.32789,-0.57502,-0.51956,-0.87386,-5.832,-3.7343,-0.011057,-8.3609,0.8427,0.099476,-0.57576,-0.13602,0.1634,-4.653,-1.1994,-0.21893,-0.56981,0.26303,1.3115,-0.28354,-0.84026,-1.0406,0.25584,-0.24666,-0.70754,-0.95625,-0.24466,-0.25778,-0.28141,-0.72511,-1.0901,-0.66076,0.48936,-1.3789,-1.6453,1.0507,0.75328,0.98179,-0.24174,-0.85158,-2.5986,0.63089,0.53584,-1.1003,-0.31907,1.1338,0.29282,0.25813,1.0816,0.3336,0.29685,-0.67389,0.7428,0.4504,0.50806,0.79008,-0.3815,-0.17134,-0.92445
SLC10A2,-2.1317,-0.87791,-3.3965,0.040872,-7.571,0.18616,0.48541,-1.786,-6.6916,0.16155,-2.0499,-0.28777,-0.17716,-0.12075,-0.14231,-1.3741,-0.63821,-1.1812,0.23211,-0.89611,-0.97863,-0.83043,-0.49456,-0.70975,-1.0475,-0.27951,-0.31307,-0.5938,-2.5523,0.64668,-0.090886,0.43543,0.22646,-0.13755,0.067822,0.86987,-1.7654,1.2683,0.5453,-0.91808,1.3592,0.3107,1.2331,0.5483,-0.4336,-0.4982,-0.66208,-0.2971,-0.89868,-3.67,-3.2948,0.53316,-8.4429,1.2573,0.46435,-0.8144,0.50428,0.13524,-4.3123,-1.5518,-0.15285,-0.75122,1.0565,2.252,-0.064649,-0.77923,-0.81917,-0.41392,0.014889,-1.1783,-0.11452,0.016726,0.36482,-0.38818,-2.1309,-0.14684,-1.1005,0.49546,-0.71801,-1.4345,0.66332,0.53891,0.58103,0.075631,-0.18984,-0.95629,0.1276,0.92771,-0.89017,-0.77876,0.20889,-0.014889,0.26146,0.25721,0.32543,0.26617,-1.242,0.92465,0.64332,0.51031,0.37517,-1.0683,-0.46814,0.2403
SLC11A1,2.1224,4.3695,2.6433,0.23272,4.3296,2.4544,-1.2598,-0.52413,2.6713,-1.466,2.8265,2.9447,1.4593,0.50604,0.17636,2.1482,0.12351,1.7691,3.5641,0.87288,1.6162,-0.88652,1.1309,-0.10545,3.164,-0.043356,0.4329,0.35762,2.0557,1.8144,0.99732,0.61845,2.2349,-0.51688,0.59825,0.087921,0.3444,1.4717,0.71848,2.617,0.44773,-0.17924,-0.17121,1.1762,0.98181,-0.47505,1.0535,-0.16214,-0.60608,2.2223,5.3627,1.903,3.8506,-0.38738,-0.32676,-0.24954,1.2599,0.28025,4.0848,3.2698,2.2781,-1.9122,-0.2545,-1.3191,-1.3973,-0.53813,-0.89438,-1.3004,-0.23507,0.33968,-0.43511,-1.3483,0.66771,-0.31914,0.17247,0.47456,0.36446,1.0514,0.95354,-0.11925,-0.00082517,0.78398,1.2548,1.5065,0.00082517,4.0865,1.2276,-0.43858,0.77467,0.37099,0.43935,0.0076323,1.0377,-0.96279,-1.9179,-0.24573,1.0327,-0.94319,0.9563,0.45446,0.20845,1.5015,-0.5614,3.5657
SLC13A1,-2.9599,-0.3852,-4.719,1.1574,-6.3598,-1.2881,0.73878,-0.78085,-5.3592,-0.2926,-1.8783,-1.6415,-1.1186,-0.44729,0.35179,-0.56097,-0.11231,-0.51839,0.0080433,-0.50252,-0.72151,-0.4848,-0.11007,0.41779,-2.1944,-0.018101,-0.82872,-0.17414,-2.5715,1.4321,-0.42995,0.67282,0.42186,-0.090555,0.47545,1.4685,-0.4639,0.42115,0.6471,-1.1254,0.69592,0.68606,1.2033,0.48291,-0.18689,0.52562,-0.51617,-0.087212,-0.3929,-3.7344,-4.2923,0.97386,-6.0611,1.0997,0.34221,0.55839,0.43039,0.48875,-4.1002,-1.5001,-0.19467,-0.44254,0.47086,1.3941,0.22615,-0.54563,-0.61875,-0.069215,-0.0069008,-0.6209,-0.73505,-0.20211,-0.52381,-0.0095654,-0.58137,-1.1713,-0.61137,0.70193,-0.81888,-0.69212,0.96669,1.1237,0.92698,-0.75478,-2.8707,0.66242,0.57295,0.54715,-0.1783,-0.72509,0.69293,0.10704,0.50826,0.77557,0.19368,0.28297,-0.2909,1.5111,0.59119,0.94643,0.88751,-0.74206,0.21907,-1.1592
TCN1,5.6624,3.9259,3.2355,1.619,1.2776,2.6548,0.64106,-0.75256,3.7097,1.1129,1.1424,1.6871,3.2524,1.9594,0.9172,0.14214,1.2874,5.0633,-1.3006,0.16261,3.6806,0.63351,-0.99057,0.14434,4.4136,0.53557,-1.3006,0.82106,3.6346,-1.3006,0.4371,-1.3006,-1.3006,0.47707,-0.28881,0.24282,0.048857,0.40681,0.39051,-0.12603,1.9006,-0.53011,0.23779,0.78796,-1.3006,1.2977,1.5466,-0.21858,0.5693,1.6059,4.1731,1.1034,3.6244,-1.3006,0.9496,-0.085661,2.3242,0.93698,5.6612,4.836,4.3589,-1.3006,1.0025,0.67481,-0.23337,-1.3006,-0.63739,-0.30642,-0.82607,0.7666,-1.1781,-1.3006,1.7321,-0.91014,-1.3006,1.6384,2.0954,4.0777,0.95232,1.5707,-1.3006,0.90347,-0.073128,1.7426,-1.2276,1.5448,0.80651,-0.4398,-1.3006,-1.3006,1.6298,0.36416,1.0375,0.7054,-0.33902,-1.2518,3.7591,-0.66292,-0.16522,-0.55158,-1.3006,1.9063,-0.98248,1.8778
TM4SF4,-2.4434,-1.9781,-4.3301,-1.169,-5.677,0.49243,0.46969,-0.77052,-4.2829,2.2727,-1.571,-1.5945,-0.8019,0.10982,0.25083,-0.75872,-0.33688,-0.57485,-0.64162,-0.60674,-1.4652,-2.4314,-0.012867,-0.82807,-1.3793,-0.84701,1.595,-0.46982,-2.105,-0.2178,-0.82322,-0.65083,-1.0484,0.2554,1.2092,-0.27442,-0.77156,0.043817,1.6546,1.6139,2.0866,-0.40774,-0.076875,-0.51251,0.6799,1.921,-0.34953,1.36,-0.68059,-4.2866,-1.7739,-2.0292,-5.8156,1.1105,0.9557,0.30298,0.40176,-0.57231,-0.089842,-1.6462,-1.142,0.49815,-0.98632,3.2122,-0.24439,-0.99713,1.1357,0.20776,0.61042,-1.4255,1.0617,1.9198,-0.90799,-1.2004,-1.7111,-1.029,-2.1274,1.8831,-1.4216,-0.9456,1.4357,-0.91743,-0.45787,0.10966,-1.9397,2.0892,0.6839,0.4865,-0.49817,0.44719,0.14059,-0.30169,0.44929,1.0696,-0.46164,1.2582,-1.152,0.88147,0.021541,-1.0547,1.7055,-0.86834,-0.68779,0.51229
TNFAIP6,3.1888,5.6966,3.4615,1.6507,4.6179,0.47144,1.0427,0.97101,3.2957,0.57345,0.95909,-0.39667,0.11794,-2.162,0.31719,0.60267,-0.15897,1.4366,-1.0403,0.1144,2.2332,0.50908,-0.26701,1.2829,3.1462,1.0527,2.0509,0.18206,1.7732,0.60594,2.5757,0.32601,0.80232,0.42303,0.43476,-1.2035,-1.3975,-0.45459,-0.47089,1.8199,1.1653,-0.80655,-1.6236,0.3416,1.5473,-1.0491,2.0775,0.5304,-0.62552,2.3983,4.1114,2.0076,2.6699,0.55253,-0.49676,-2.162,2.2405,0.66054,2.2569,3.1811,2.6045,0.50575,-2.162,-1.1866,0.32027,-0.30603,-0.49879,0.15411,-0.10251,-0.35784,-2.0395,-1.2158,-1.9367,0.39839,-1.5694,0.77705,0.23399,1.1168,-0.90908,0.59828,-0.2833,-0.37296,1.0655,-0.059911,1.3704,0.71367,-2.162,0.6988,-1.5078,-2.162,-0.039003,-0.49724,0.17607,-1.156,-0.61546,-2.162,2.6245,1.1761,1.2953,-1.413,-0.81099,2.4141,0.72378,3.3062
XPNPEP2,-1.8224,-0.93876,-3.4515,0.36643,-5.6188,-0.76035,0.24632,-1.5648,-5.673,-0.30878,-1.4616,-0.77706,-0.57368,1.2239,0.96269,0.001153,0.82878,-0.29173,2.3619,-1.1665,0.49595,-0.44007,-0.22305,-0.45579,-1.6667,0.051338,-1.1612,-0.5072,-2.7984,-0.15291,-0.61792,0.32549,0.47437,-0.071852,0.6004,0.83161,-0.74248,0.27138,0.13729,0.71388,0.1925,0.22127,1.8873,0.11029,-0.8327,0.11361,-0.62793,-1.5642,-1.6128,-5.0334,-1.6939,0.023068,-6.0536,1.4007,0.57525,-0.080172,-1.2581,0.18125,-3.1016,-0.73157,-0.035213,0.11472,0.83665,1.7455,-0.3077,-0.44945,-0.66206,1.1258,-0.079361,-0.89692,0.33852,0.56197,0.51235,0.22006,-0.44621,-0.20279,-0.68407,0.78007,-0.035987,-0.38821,0.09808,0.61497,0.97923,0.3623,-0.55358,1.1186,1.0433,0.016217,-1.6618,-1.3063,0.32735,0.35303,-0.080359,0.39673,-0.48709,-0.34693,-0.7683,0.31553,-0.016218,0.91758,0.84001,-0.68904,-1.0215,0.66785
CUBN,-5.5262,-1.4623,-6.3027,-0.30523,-6.9925,-1.3791,0.28,-1.6079,-6.0418,-1.2006,-3.4479,-2.7123,-1.7721,-0.67785,-0.20939,-1.2517,-1.1652,-0.99417,-1.4159,-0.91655,-0.88183,-1.0772,-0.47338,0.1421,-2.8041,-0.61486,-2.0609,-0.35194,-3.3678,1.2289,-1.2363,0.095288,1.4469,0.18768,0.95646,1.3515,-1.3974,0.25391,0.18145,-1.4479,0.13244,0.28888,1.7711,0.39708,-0.72251,0.44001,-0.85402,-0.71004,-0.63678,-5.019,-4.8913,-0.22123,-6.5059,1.0489,-0.14531,-0.022808,-1.147,-0.26354,-6.398,-1.5372,-1.5814,-1.5152,0.068747,0.96971,-0.36314,-0.61093,-1.3936,-0.42733,0.017736,-0.41067,-1.064,-0.54409,-1.4086,-0.14228,-1.2992,-1.679,-1.4375,0.16202,-2.3066,-2.0457,0.16745,0.59577,0.74008,-0.92413,-3.483,-1.6373,0.47721,0.50987,-0.66291,-0.54589,0.67738,0.29839,0.28066,0.87904,0.31756,0.53379,-1.0545,0.75512,0.20252,0.87638,1.2305,-0.74155,-0.51132,-1.3919
SOAT2,-4.4194,-1.5058,-4.8738,-0.60375,-6.3759,-0.15749,0.41561,-1.1154,-6.0814,0.30345,-0.59037,-0.19315,-0.44395,0.89132,0.47973,0.90105,-0.23687,-1.0976,1.1386,-0.016985,-1.4232,-0.99188,-0.056879,-0.95647,-1.9169,-0.83295,-0.98925,-0.77793,-3.697,0.64126,-1.1442,0.79331,0.91273,0.47502,0.70712,0.99195,-1.1174,0.55126,0.49713,0.55357,0.72235,-0.32092,2.1062,-0.32166,-0.019424,0.12952,0.21668,-0.57308,-0.41243,-4.2562,-2.876,0.25439,-6.7072,0.74834,0.74795,0.25645,-0.0030088,0.85053,-5.4673,-2.5522,-0.76671,-0.1782,0.12258,0.12258,-1.2244,-0.96931,0.14421,0.75719,-0.15263,-0.83366,0.66119,0.62452,0.15761,-0.66751,-1.1708,0.52921,-1.4023,1.2475,-0.082481,0.2778,-0.73561,0.31762,0.80694,0.8449,-1.4931,1.1664,1.7915,0.66787,-1.043,-0.30686,0.082481,0.3687,0.18663,0.52007,0.29479,-0.14162,-1.2586,0.3127,-0.10143,0.10582,0.90187,-1.5558,0.3037,0.86766
CYP4F2,-3.6246,-1.9412,-6.3505,-0.10011,-3.9698,-1.1098,-0.056528,-2.2668,-5.5234,0.31977,-1.5982,-1.251,-0.58785,0.18145,-0.73565,-1.1356,0.67031,-0.50467,-1.3321,-0.56286,-0.20221,-1.538,-0.51384,0.13431,-2.6498,-0.11589,-0.4247,0.18417,-3.1093,0.21119,-0.67742,1.105,1.4854,0.67291,0.83259,0.59136,-1.3671,0.74763,-0.070863,-0.74757,0.068995,0.87584,1.7433,0.066171,0.42829,0.68375,-1.7096,-0.55692,-0.8689,-5.7194,-1.6414,-0.62178,-5.9073,2.0514,0.14272,0.30709,-1.4235,0.67995,-5.2335,-0.74526,-1.4954,0.14683,-0.11615,1.2926,-1.3156,-0.8909,-0.94933,1.0018,-0.33329,-0.53367,0.82838,-0.50316,0.90811,-1.183,-1.6977,0.35171,-0.84511,0.77497,-0.27368,-1.2719,0.60378,0.55359,1.0795,0.03769,-0.9501,-1.2141,1.5014,-0.28569,-1.2518,-0.70602,0.36242,0.38155,0.30359,-0.21602,-0.30513,-0.14964,-0.39261,0.51015,0.30023,0.23495,1.3282,-0.72942,-1.4804,0.80615
